animeID,name,title_english,title_japanese,title_synonyms,type,source,producers,genre,studio,episodes,status,airing,start_date,end_date,duration,rating,score,scored_by,rank,popularity,members,favorites,synopsis,background,premiered,broadcast,related
18339,Pro Yakyuu wo 10-bai Tanoshiku Miru Houhou,NA,<U+30D7><U+30ED><U+91CE><U+7403><U+3092>10<U+500D><U+697D><U+3057><U+304F><U+898B><U+308B><U+65B9><U+6CD5>,"['Pro Yakyu o Jubai Tanoshiku Muru Hoho', 'The Racing Baseball']",Movie,Unknown,Filmlink International,Comedy,,1,Finished Airing,0,4/29/1983,4/29/1983,1 hr 37 min,PG-13 - Teens 13 or older,4.71,14,12625,13716,117,0,"Based on the two books of career reminiscences by real-life Hanshin Tigers baseball star Takenori Emoto. Mix of live action and animation to tell humorous anecdotes from professional baseball (nine short tales in nine ""innings""). (Source: AniDB)",NA,NA,NA,"{'Sequel': [{'mal_id': 18341, 'type': 'anime', 'name': 'Pro Yakyuu wo 10-bai Tanoshiku Miru Houhou Part 2', 'url': 'https://myanimelist.net/anime/18341/Pro_Yakyuu_wo_10-bai_Tanoshiku_Miru_Houhou_Part_2'}]}"
373,Bannou Bunka Neko-Musume,All Purpose Cultural Cat Girl Nuku Nuku,<U+4E07><U+80FD><U+6587><U+5316><U+732B><U+5A18>,"['Cat Girl Nuku Nuku', 'Catgirl Nuku Nuku OVA', 'Bannou Bunka Nekomusume', 'Super Cat Girl Nuku Nuku', 'Nuku Nuku']",OVA,Manga,Starchild Records,Sci-Fi,Studio Fantasia,6,Finished Airing,0,10/21/1992,10/21/1992,28 min per ep,PG-13 - Teens 13 or older,6.75,3210,4657,4455,7600,20,"When Ryunosuke's pet cat dies in an accident, his inventor father ""resurrects"" the cat by placing its brain in an android body made in the form of a young girl. The Android, Nukunuku, has the dual purposes of being a companion/sister for Ryunosuke as well as being a bodyguard for his father. Nukunuku's extreme strength and feline agility are regularly needed to protect Ryunosuke and his father from Ryunusuke's mother who seeks to kidnap them both following her divorce from his father. Her motives towards Ryunusuke are simple motherly love, however her genius-inventor-ex-husband she wants to put to work designing weapons of mass destruction for her weapons company. (Source: ANN)",NA,NA,NA,"{'Adaptation': [{'mal_id': 9888, 'type': 'manga', 'name': 'Bannou Bunka Neko-Musume', 'url': 'https://myanimelist.net/manga/9888/Bannou_Bunka_Neko-Musume'}], 'Alternative version': [{'mal_id': 374, 'type': 'anime', 'name': 'Bannou Bunka Neko-Musume DASH!', 'url': 'https://myanimelist.net/anime/374/Bannou_Bunka_Neko-Musume_DASH'}, {'mal_id': 375, 'type': 'anime', 'name': 'Bannou Bunka Neko-Musume (1998)', 'url': 'https://myanimelist.net/anime/375/Bannou_Bunka_Neko-Musume_1998'}]}"
1534,Futari wa Precure: Splash<U+2606>Star,Pretty Cure: Splash Star,<U+3075><U+305F><U+308A><U+306F><U+30D7><U+30EA><U+30AD><U+30E5><U+30A2> Splash<U+2606>Star,[],TV,Original,Asahi Broadcasting,Comedy,Toei Animation,49,Finished Airing,0,2/5/2006,2/5/2006,24 min per ep,G - All Ages,7.22,2720,2777,4485,7444,51,"During the summer festival five years ago, two girls met at a mysterious tree and saw two glowing spheres. Now, these two girls--Saki Hyuuga, ace pitcher on the school softball team; and Mai Mishou, who prefers sketching over stargazing--are chosen by the spirits of flowers (Flappy) and birds (Choppy) to restore the Seven Fountains and save their worlds from Dark Autumn. Together, they are the NEW Pretty Cure. (Source: ANN)",NA,Winter 2006,Unknown,"{'Adaptation': [{'mal_id': 25924, 'type': 'manga', 'name': 'Futari wa Precure: Splash<U+2606>Star', 'url': 'https://myanimelist.net/manga/25924/Futari_wa_Precure__Splash<U+2606>Star'}], 'Alternative setting': [{'mal_id': 603, 'type': 'anime', 'name': 'Futari wa Precure', 'url': 'https://myanimelist.net/anime/603/Futari_wa_Precure'}, {'mal_id': 1929, 'type': 'anime', 'name': 'Futari wa Precure: Max Heart', 'url': 'https://myanimelist.net/anime/1929/Futari_wa_Precure__Max_Heart'}, {'mal_id': 1932, 'type': 'anime', 'name': 'Yes! Precure 5', 'url': 'https://myanimelist.net/anime/1932/Yes_Precure_5'}, {'mal_id': 3692, 'type': 'anime', 'name': 'Yes! Precure 5 GoGo!', 'url': 'https://myanimelist.net/anime/3692/Yes_Precure_5_GoGo'}, {'mal_id': 5684, 'type': 'anime', 'name': 'Fresh Precure!', 'url': 'https://myanimelist.net/anime/5684/Fresh_Precure'}, {'mal_id': 7645, 'type': 'anime', 'name': 'Heartcatch Precure!', 'url': 'https://myanimelist.net/anime/7645/Heartcatch_Precure'}, {'mal_id': 9893, 'type': 'anime', 'name': 'Suite Precure<U+266A>', 'url': 'https://myanimelist.net/anime/9893/Suite_Precure<U+266A>'}, {'mal_id': 12191, 'type': 'anime', 'name': 'Smile Precure!', 'url': 'https://myanimelist.net/anime/12191/Smile_Precure'}, {'mal_id': 16419, 'type': 'anime', 'name': 'Dokidoki! Precure', 'url': 'https://myanimelist.net/anime/16419/Dokidoki_Precure'}, {'mal_id': 21407, 'type': 'anime', 'name': 'Happiness Charge Precure!', 'url': 'https://myanimelist.net/anime/21407/Happiness_Charge_Precure'}, {'mal_id': 28669, 'type': 'anime', 'name': 'Go! Princess Precure', 'url': 'https://myanimelist.net/anime/28669/Go_Princess_Precure'}, {'mal_id': 31884, 'type': 'anime', 'name': 'Mahoutsukai Precure!', 'url': 'https://myanimelist.net/anime/31884/Mahoutsukai_Precure'}, {'mal_id': 34290, 'type': 'anime', 'name': 'Kirakira<U+2606>Precure A La Mode', 'url': 'https://myanimelist.net/anime/34290/Kirakira<U+2606>Precure_A_La_Mode'}, {'mal_id': 36593, 'type': 'anime', 'name': 'Hug tto! Precure', 'url': 'https://myanimelist.net/anime/36593/Hug_tto_Precure'}], 'Side story': [{'mal_id': 4124, 'type': 'anime', 'name': 'Futari wa Precure: Splash<U+2606>Star Movie - Tick Tack Kiki Ippatsu!', 'url': 'https://myanimelist.net/anime/4124/Futari_wa_Precure__Splash<U+2606>Star_Movie_-_Tick_Tack_Kiki_Ippatsu'}], 'Spin-off': [{'mal_id': 5753, 'type': 'anime', 'name': 'Precure All Stars Movie DX: Minna Tomodachi<U+2606>Kiseki no Zenin Daishuugou!', 'url': 'https://myanimelist.net/anime/5753/Precure_All_Stars_Movie_DX__Minna_Tomodachi<U+2606>Kiseki_no_Zenin_Daishuugou'}, {'mal_id': 8133, 'type': 'anime', 'name': 'Precure All Stars Movie DX2: Kibou no Hikari<U+2606>Rainbow Jewel wo Mamore!', 'url': 'https://myanimelist.net/anime/8133/Precure_All_Stars_Movie_DX2__Kibou_no_Hikari<U+2606>Rainbow_Jewel_wo_Mamore'}, {'mal_id': 9979, 'type': 'anime', 'name': 'Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu<U+2606>Nijiiro no Hana', 'url': 'https://myanimelist.net/anime/9979/Precure_All_Stars_Movie_DX3__Mirai_ni_Todoke_Sekai_wo_Tsunagu<U+2606>Nijiiro_no_Hana'}, {'mal_id': 12221, 'type': 'anime', 'name': 'Precure All Stars Movie New Stage: Mirai no Tomodachi', 'url': 'https://myanimelist.net/anime/12221/Precure_All_Stars_Movie_New_Stage__Mirai_no_Tomodachi'}, {'mal_id': 34302, 'type': 'anime', 'name': 'Precure Dream Stars! Movie', 'url': 'https://myanimelist.net/anime/34302/Precure_Dream_Stars_Movie'}, {'mal_id': 34303, 'type': 'anime', 'name': 'Minna Atsumare! Precure Festival Precure on Miracle Magical <U+2606> Stage', 'url': 'https://myanimelist.net/anime/34303/Minna_Atsumare_Precure_Festival_Precure_on_Miracle_Magical_<U+2606>_Stage'}]}"
3462,Minky Momo in Yume ni Kakeru Hashi,Minky Momo in the Bridge Over Dreams,MINKY MOMO in <U+5922><U+306B><U+304B><U+3051><U+308B><U+6A4B>,[],OVA,Unknown,Yomiuri Advertising,Drama,Asahi Production,1,Finished Airing,0,5/21/1993,5/21/1993,38 min,G - All Ages,7.08,432,3361,8473,1191,8,"A bridge's legend tells that when two people meet on it, they will surely meet again. Momo meets a boy who doesn't believe the legend, and promises that she will meet him again to prove it. As the year passes, she comes every day to wait for him, and becomes a small part of many people's lives. (Source: ANN)",NA,NA,NA,"{'Parent story': [{'mal_id': 518, 'type': 'anime', 'name': 'Mahou no Princess Minky Momo', 'url': 'https://myanimelist.net/anime/518/Mahou_no_Princess_Minky_Momo'}], 'Prequel': [{'mal_id': 6492, 'type': 'anime', 'name': 'Minky Momo in Tabidachi no Eki', 'url': 'https://myanimelist.net/anime/6492/Minky_Momo_in_Tabidachi_no_Eki'}]}"
11771,Kuroko no Basket,Kuroko's Basketball,<U+9ED2><U+5B50><U+306E><U+30D0><U+30B9><U+30B1>,"['Kuroko no Basuke', 'KuroBas']",TV,Manga,Mainichi Broadcasting System,Comedy,Production I.G,25,Finished Airing,0,4/8/2012,4/8/2012,24 min per ep,PG-13 - Teens 13 or older,8.34,315061,212,88,534177,16005,"Teikou Junior High School's basketball team is crowned champion three years in a row thanks to five outstanding players who, with their breathtaking and unique skills, leave opponents in despair and fans in admiration. However, after graduating, these teammates, known as ""The Generation of Miracles,"" go their separate ways and now consider each other as rivals. At Seirin High School, two newly recruited freshmen prove that they are not ordinary basketball players: Taiga Kagami, a promising player returning from the US, and Tetsuya Kuroko, a seemingly ordinary student whose lack of presence allows him to move around unnoticed. Although Kuroko is neither athletic nor able to score any points, he was a member of Teikou's basketball team, where he played as the ""Phantom Sixth Man,"" who easily passed the ball and assisted his teammates. Kuroko no Basket follows the journey of Seirin's players as they attempt to become the best Japanese high school team by winning the Interhigh Championship. To reach their goal, they have to cross pathways with several powerful teams, some of which have one of the five players with godlike abilities, whom Kuroko and Taiga make a pact to defeat. [Written by MAL Rewrite]","Kuroko no Basket also has a series of light novels, audio CDs, and several games for the Nintendo 3DS. Kuroko also appears in the crossover fighting game J-Stars Victory VS.",Spring 2012,Sundays at 01:58 (JST),"{'Adaptation': [{'mal_id': 11652, 'type': 'manga', 'name': 'Kuroko no Basket', 'url': 'https://myanimelist.net/manga/11652/Kuroko_no_Basket'}], 'Other': [{'mal_id': 15487, 'type': 'anime', 'name': 'Kuroko no Basket NG-shuu', 'url': 'https://myanimelist.net/anime/15487/Kuroko_no_Basket_NG-shuu'}], 'Sequel': [{'mal_id': 16894, 'type': 'anime', 'name': 'Kuroko no Basket 2nd Season', 'url': 'https://myanimelist.net/anime/16894/Kuroko_no_Basket_2nd_Season'}], 'Prequel': [{'mal_id': 16916, 'type': 'anime', 'name': 'Kuroko no Basket: Tip Off', 'url': 'https://myanimelist.net/anime/16916/Kuroko_no_Basket__Tip_Off'}], 'Side story': [{'mal_id': 17259, 'type': 'anime', 'name': 'Kuroko no Basket: Oshaberi Shiyokka', 'url': 'https://myanimelist.net/anime/17259/Kuroko_no_Basket__Oshaberi_Shiyokka'}, {'mal_id': 19669, 'type': 'anime', 'name': 'Kuroko no Basket: Baka ja Katenai no yo!', 'url': 'https://myanimelist.net/anime/19669/Kuroko_no_Basket__Baka_ja_Katenai_no_yo'}], 'Summary': [{'mal_id': 32869, 'type': 'anime', 'name': 'Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari', 'url': 'https://myanimelist.net/anime/32869/Kuroko_no_Basket_Movie_1__Winter_Cup_-_Kage_to_Hikari'}]}"
13677,Ao no Exorcist Movie Special,NA,<U+5287><U+5834><U+7248><U+300C><U+9752><U+306E><U+7953><U+9B54><U+5E2B><U+300D><U+7279><U+5225><U+6620><U+50CF>,"['Ao no Exorcist Gekijou Special', 'Ao no Futsumashi Movie Special', 'Blue Exorcist Movie Special']",Special,Unknown,,Comedy,,1,Finished Airing,0,4/1/2012,4/1/2012,3 min,PG-13 - Teens 13 or older,7.1,9421,3277,2463,26806,41,A collaboration between Blue Exorcist and Kakko Kawaii Sengen.,NA,NA,NA,"{'Other': [{'mal_id': 9627, 'type': 'anime', 'name': 'Kakko Kawaii Sengen!', 'url': 'https://myanimelist.net/anime/9627/Kakko_Kawaii_Sengen'}, {'mal_id': 11737, 'type': 'anime', 'name': 'Ao no Exorcist Movie', 'url': 'https://myanimelist.net/anime/11737/Ao_no_Exorcist_Movie'}]}"
7536,Soukou Kihei Votoms: Pailsen Files the Movie,NA,<U+88C5><U+7532><U+9A0E><U+5175><U+30DC><U+30C8><U+30E0><U+30BA> <U+30DA><U+30FC><U+30EB><U+30BC><U+30F3>·<U+30D5><U+30A1><U+30A4><U+30EB><U+30BA>,"['Soukou Kihei Votoms: Pailsen Files - Gekijouban', 'Armored Trooper Votoms: Pailsen Files the Movie']",Movie,Unknown,,Sci-Fi,,1,Finished Airing,0,1/17/2009,1/17/2009,1 hr 58 min,R - 17+ (violence & profanity),6.75,409,4688,8488,1183,0,"Alternative release of Armored Trooper Votoms: Pailsen Files OVA. Was aired 2 years later. Created by the original staff of the series, with an all new story about the end of the 100 year war.",NA,NA,NA,"{'Sequel': [{'mal_id': 2582, 'type': 'anime', 'name': 'Soukou Kihei Votoms', 'url': 'https://myanimelist.net/anime/2582/Soukou_Kihei_Votoms'}], 'Full story': [{'mal_id': 3256, 'type': 'anime', 'name': 'Soukou Kihei Votoms: Pailsen Files', 'url': 'https://myanimelist.net/anime/3256/Soukou_Kihei_Votoms__Pailsen_Files'}]}"
34866,Yu<U+2606>Gi<U+2606>Oh! VRAINS,Yu-Gi-Oh! VRAINS,<U+904A><U+622F><U+738B>VRAINS,"['Yuu Gi Ou!', 'Yugioh']",TV,Manga,Nihon Ad Systems,Action,Studio Gallop,NA,Currently Airing,1,5/10/2017,5/10/2017,24 min,PG-13 - Teens 13 or older,6.68,5448,5048,2878,20240,134,"In the city of Den City, thousands of duelists take part in a virtual reality space known as Link Vrains, where users can create unique avatars and participate in games of Duel Monsters with each other. As a mysterious hacker organisation known as the Knights of Hanoi threaten this world, a high-school student named Yusaku Fujiki battles against them under the guise of Playmaker. One day, Yusaku encounters a peculiar artificial intelligence program, which he names Ai, who sets off a digital maelstrom in Link Vrains known as the Data Storm. As the appearance of this storm gives birth to Speed Duels, in which duelists surf the wind as they duel, Yusaku battles against Hanoi in order to uncover the truth concerning an incident that happened to him years ago. (Source: ASCII.jp)",NA,Spring 2017,Wednesdays at 18:25 (JST),"{'Other': [{'mal_id': 481, 'type': 'anime', 'name': 'Yu<U+2606>Gi<U+2606>Oh! Duel Monsters', 'url': 'https://myanimelist.net/anime/481/Yu<U+2606>Gi<U+2606>Oh_Duel_Monsters'}, {'mal_id': 482, 'type': 'anime', 'name': 'Yu<U+2606>Gi<U+2606>Oh!: Duel Monsters GX', 'url': 'https://myanimelist.net/anime/482/Yu<U+2606>Gi<U+2606>Oh__Duel_Monsters_GX'}, {'mal_id': 3972, 'type': 'anime', 'name': ""Yu<U+2606>Gi<U+2606>Oh! 5D's"", 'url': 'https://myanimelist.net/anime/3972/Yu<U+2606>Gi<U+2606>Oh_5Ds'}, {'mal_id': 10015, 'type': 'anime', 'name': 'Yu<U+2606>Gi<U+2606>Oh! Zexal', 'url': 'https://myanimelist.net/anime/10015/Yu<U+2606>Gi<U+2606>Oh_Zexal'}, {'mal_id': 21639, 'type': 'anime', 'name': 'Yu<U+2606>Gi<U+2606>Oh! Arc-V', 'url': 'https://myanimelist.net/anime/21639/Yu<U+2606>Gi<U+2606>Oh_Arc-V'}]}"
7465,Eve no Jikan (Movie),Time of Eve,<U+30A4><U+30F4><U+306E><U+6642><U+9593>,"[""Eve's Time"", 'Eve no Jikan 1st Season Complete Edition', 'Gekijouban Eve no Jikan']",Movie,Original,Code,Sci-Fi,Studio Rikka,1,Finished Airing,0,3/6/2010,3/6/2010,1 hr 46 min,PG-13 - Teens 13 or older,8.14,42660,383,1068,88312,584,"The movie version is the complete version of the story. It includes all the ONAs and completely new scenes giving details on the background story of some characters. Sometime in future Japan, androids have been involved in every aspect of people's lives. One day, upon checking his android's behavioral log, Rikuo, a student, noticed his android's returning times have been odd recently. With his friend Masaki, they found out the place where his android, Sammy, have been visiting: a small cafe called Eve no Jikan where androids and human are not seen as different. Upon talking with the ""people"" in the cafe and discovering more of Sammy's behavior, Rikuo changed his view about androids and treat them as friends rather than tools. At the same time, elsewhere in Japan, the Ethics committee is trying to impose policies to reduce the involvement and use of androids in society. (Source: ANN)",NA,NA,NA,"{'Full story': [{'mal_id': 3167, 'type': 'anime', 'name': 'Eve no Jikan', 'url': 'https://myanimelist.net/anime/3167/Eve_no_Jikan'}]}"
33027,Infini-T Force,NA,Infini-T Force,[],TV,Original,Bushiroad,Action,Tatsunoko Production,12,Finished Airing,0,10/3/2017,10/3/2017,22 min per ep,PG-13 - Teens 13 or older,6.59,1295,5398,4767,6411,4,"Emi is a seventeen-year-old girl living in Shibuya. Her father is always away with work and she's grown listless. Suddenly, a twist of fate involving a certain magical item changes everything. A mysterious pencil, of all things, is linked to the appearance of heroes from another world! Could this be the start to the excitement she's so desperately craving, or is there something more? (Source: VIZ Media)",NA,Fall 2017,Wednesdays at 01:59 (JST),"{'Adaptation': [{'mal_id': 95653, 'type': 'manga', 'name': 'Infini-T Force: Mirai no Byousen', 'url': 'https://myanimelist.net/manga/95653/Infini-T_Force__Mirai_no_Byousen'}], 'Character': [{'mal_id': 1458, 'type': 'anime', 'name': 'Uchuu no Kishi Tekkaman', 'url': 'https://myanimelist.net/anime/1458/Uchuu_no_Kishi_Tekkaman'}, {'mal_id': 2389, 'type': 'anime', 'name': 'Kagaku Ninja-tai Gatchaman', 'url': 'https://myanimelist.net/anime/2389/Kagaku_Ninja-tai_Gatchaman'}, {'mal_id': 4808, 'type': 'anime', 'name': 'Hurricane Polymar', 'url': 'https://myanimelist.net/anime/4808/Hurricane_Polymar'}, {'mal_id': 4810, 'type': 'anime', 'name': 'Shinzou Ningen Casshern', 'url': 'https://myanimelist.net/anime/4810/Shinzou_Ningen_Casshern'}], 'Other': [{'mal_id': 36197, 'type': 'anime', 'name': 'Infini-T Force Movie: Gatchaman - Saraba Tomo yo', 'url': 'https://myanimelist.net/anime/36197/Infini-T_Force_Movie__Gatchaman_-_Saraba_Tomo_yo'}]}"
15793,Senki Zesshou Symphogear G,Symphogear G,<U+6226><U+59EB><U+7D76><U+5531><U+30B7><U+30F3><U+30D5><U+30A9><U+30AE><U+30A2>G,[],TV,Original,Kinyosha,Sci-Fi,Satelight,13,Finished Airing,0,7/5/2013,7/5/2013,23 min per ep,PG-13 - Teens 13 or older,7.51,16323,1647,2071,36197,466,"Three months after a Lunar Attack which nearly caused Earth's destruction, Hibiki Tachibana, Tsubasa Kazanari, and Chris Yukine continue to fight the Noise—a mysterious alien threat—using powerful armor known as Symphogear. After defending an American convoy from a Noise attack, Hibiki and Chris race toward the Queens of Music concert hall to attend one of Tsubasa's concerts. Meanwhile, Tsubasa and rising international superstar Maria Cadenzavna Eve deliver an amazing performance that is broadcast throughout the entire world. Just as the concert is about to conclude, a group of Noise suddenly appear, plunging the hall into chaos. Amidst the panic, Maria declares war against the world as the successor of Finé—Chris' former mistress—and her allies Kirika Akatsuki and Shirabe Tsukuyomi reveal Symphogear powers of their own. After initiating a skirmish with Tsubasa and her teammates, they retreat mysteriously, leaving the three friends bewildered as to what their true intentions could be. [Written by MAL Rewrite]",NA,Summer 2013,Fridays at 02:35 (JST),"{'Prequel': [{'mal_id': 11751, 'type': 'anime', 'name': 'Senki Zesshou Symphogear', 'url': 'https://myanimelist.net/anime/11751/Senki_Zesshou_Symphogear'}], 'Side story': [{'mal_id': 20843, 'type': 'anime', 'name': 'Senki Zesshou Symphogear G: Senki Zesshou Shinai Symphogear', 'url': 'https://myanimelist.net/anime/20843/Senki_Zesshou_Symphogear_G__Senki_Zesshou_Shinai_Symphogear'}], 'Sequel': [{'mal_id': 21573, 'type': 'anime', 'name': 'Senki Zesshou Symphogear GX', 'url': 'https://myanimelist.net/anime/21573/Senki_Zesshou_Symphogear_GX'}]}"
2815,Geragera Boes Monogatari,Ox Tales,<U+3052><U+3089><U+3052><U+3089><U+30D6><U+30FC><U+30B9><U+7269><U+8A9E>,"['Gera Gera Booth Monogatari', 'Geragera Bus Monogatari', 'Chuckling Bus Story of Boes', 'Funny Farm Madness', 'Ollie Ollie Oxen', 'Story of the Geragera Bus']",TV,Other,Saban Entertainment,Kids,Telescreen BV,52,Finished Airing,0,4/7/1987,4/7/1987,24 min per ep,G - All Ages,7.12,583,3192,8591,1122,7,"Farm life has never been this wacky. Where else could you find a turtle with a built in TV under his shell, a bald lion, an elephant whose trunk doubles as a garden hose and an inflatable octopus. All run by a good-natured ox named Olly. (Source: ANN)",NA,Spring 1987,Unknown,{}
8368,Crayon Shin-chan Movie 17: Otakebe! Kasukabe Yasei Oukoku,NA,<U+30AF><U+30EC><U+30E8><U+30F3><U+3057><U+3093><U+3061><U+3083><U+3093> <U+30AA><U+30BF><U+30B1><U+30D9>!<U+30AB><U+30B9><U+30AB><U+30D9><U+91CE><U+751F><U+738B><U+56FD>,"['Eiga Crayon Shin-chan: Otakebe! Kasukabe Yasei Oukoku', 'Crayon Shin-chan: Roar! Kasukabe Animal Kingdom']",Movie,Manga,Futabasha,Comedy,,1,Finished Airing,0,4/18/2009,4/18/2009,1 hr 36 min,G - All Ages,6.89,642,4057,7936,1519,0,"Comical action adventure film including a caricature of radical ecoactivism and theme of bond between mother and children. The new mayor of Futaba Town, Kasukabe-City, Saitama Prefecture, Mamoru Shizan promotes ecology activities, but his true identity is the leader of an eco-terrorist organization ""SKBE: Save Keeping Beautiful Earth"", and he launches a plan to transform human into animals by making them take a drink to change into animals. By taking the drink, Shinnosuke's father, Hiroshi changes into a chicken, and his mother changes into a panther. With a mystery woman Victoria, the Nohara Family and half-animalized members of Kasukabe Defense Forces fight against SKBE to stop Shizen's plan. (Source: Manabu Tsuribe)",NA,NA,NA,"{'Parent story': [{'mal_id': 966, 'type': 'anime', 'name': 'Crayon Shin-chan', 'url': 'https://myanimelist.net/anime/966/Crayon_Shin-chan'}], 'Prequel': [{'mal_id': 8367, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha', 'url': 'https://myanimelist.net/anime/8367/Crayon_Shin-chan_Movie_16__Chou_Arashi_wo_Yobu_Kinpoko_no_Yuusha'}], 'Sequel': [{'mal_id': 8369, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome', 'url': 'https://myanimelist.net/anime/8369/Crayon_Shin-chan_Movie_18__Chou_Jikuu_Arashi_wo_Yobu_Ora_no_Hanayome'}]}"
34643,Kokekkou-san,Kokomom,<U+30B3><U+30B1><U+30C3><U+30B3><U+30FC><U+3055><U+3093>,['Wageul-wageul Kokomom'],TV,Picture book,Genco,Kids,,26,Finished Airing,0,11/18/2009,11/18/2009,26 min per ep,G - All Ages,4.92,12,11773,14288,89,0,"Full CG anime series based on artist Karoku-Kobo's series of Kokekko-san picture books. The story about the daily life of Kokekko-san, a motherly egg with chicken features that raises her chicks. Each episode is a 2-part story. (Source: AniDB)","This was a collaboration between Japan and South Korea. The CG animation production was completed in South Korea, and the series music and stories were written in Japan.",Fall 2009,Wednesdays at 16:40 (JST),"{'Alternative version': [{'mal_id': 34234, 'type': 'anime', 'name': 'Ohayou! Kokekkou-san', 'url': 'https://myanimelist.net/anime/34234/Ohayou_Kokekkou-san'}]}"
8648,Break Blade Picture Drama,Broken Blade Picture Drama,<U+30D6><U+30EC><U+30A4><U+30AF><U+30D6><U+30EC><U+30A4><U+30C9> <U+30D4><U+30AF><U+30C1><U+30E3><U+30FC><U+30C9><U+30E9><U+30DE>,['Breaker Blade Picture Drama'],Special,Unknown,,Comedy,Production I.G,6,Finished Airing,0,7/23/2010,7/23/2010,4 min per ep,PG-13 - Teens 13 or older,6.74,1786,4700,5117,5372,6,DVD/BD extra.,NA,NA,NA,"{'Parent story': [{'mal_id': 6772, 'type': 'anime', 'name': 'Break Blade 1: Kakusei no Toki', 'url': 'https://myanimelist.net/anime/6772/Break_Blade_1__Kakusei_no_Toki'}]}"
21075,Hetalia: The Beautiful World Extra Disc,NA,<U+30D8><U+30BF><U+30EA><U+30A2> The Beautiful World <U+50D5><U+304C><U+30D2><U+30ED><U+30A4><U+30F3><U+306B><U+56F2><U+307E><U+308C><U+904E><U+304E><U+3066><U+4E16>(ry,[],OVA,Web manga,Frontier Works,Comedy,Studio Deen,1,Finished Airing,0,2/26/2014,2/26/2014,5 min,PG-13 - Teens 13 or older,7.57,2750,1452,4630,6868,16,"Unaired episode adapted from the manga chapter ""I Was Overwhelmed by Heroines.""",NA,NA,NA,"{'Adaptation': [{'mal_id': 8878, 'type': 'manga', 'name': 'Hetalia Axis Powers', 'url': 'https://myanimelist.net/manga/8878/Hetalia_Axis_Powers'}], 'Parent story': [{'mal_id': 15195, 'type': 'anime', 'name': 'Hetalia: The Beautiful World', 'url': 'https://myanimelist.net/anime/15195/Hetalia__The_Beautiful_World'}]}"
3070,Wakusei Daikaiju Negadon,Negadon: The Monster from Mars,<U+60D1><U+661F><U+5927><U+602A><U+7363> <U+30CD><U+30AC><U+30C9><U+30F3>,['Wakusei Dai Kaiju Negadon'],Movie,Original,CoMix Wave Films,Action,,1,Finished Airing,0,10/16/2005,10/16/2005,26 min,PG-13 - Teens 13 or older,5.58,523,8761,8831,1001,1,"A world of the future, madly over populated, searches for a new home on Mars to help support humanity. After terraforming Mars into a habitable landscape a Japanese ship returning from the planet crash-lands on a Tokyo street, unleashing a terrible monster. The only man who can stop Negadon is Dr. Narasaki, and his robot Miroku... (Source: ANN)",NA,NA,NA,{}
31845,Masou Gakuen HxH,Hybrid x Heart Magias Academy Ataraxia,<U+9B54><U+88C5><U+5B66><U+5712>H×H,['Masou Gakuen Hybrid x Heart'],TV,Light novel,TV Saitama,Comedy,Production IMS,12,Finished Airing,0,7/6/2016,7/6/2016,24 min per ep,R+ - Mild Nudity,6.4,55147,6207,708,135114,425,"Hida Kizuna possesses the HHG (Heart Hybrid Gear) ability, but it is not strong enough to make him particularly important. His older sister calls him to transfer to a strategic defense school, where many of the students (many of which are large-breasted girls) use their HHG abilities to fight invaders from another world while wearing extremely skimpy pilot outfits. Kizuna's fighting ability doesn't measure up, but his sister has another plan—apparently having erotic experiences with Kizuna will allow the girls to replenish their energy or power-up. It looks like his new school life is going to be full of embarrassment. (Source: MangaHelpers)",NA,Summer 2016,Wednesdays at 00:30 (JST),"{'Adaptation': [{'mal_id': 67329, 'type': 'manga', 'name': 'Masou Gakuen HxH', 'url': 'https://myanimelist.net/manga/67329/Masou_Gakuen_HxH'}], 'Other': [{'mal_id': 34447, 'type': 'anime', 'name': 'Masou Gakuen HxH Specials', 'url': 'https://myanimelist.net/anime/34447/Masou_Gakuen_HxH_Specials'}]}"
37996,Asobi Asobase OVA,NA,<U+3042><U+305D><U+3073><U+3042><U+305D><U+3070><U+305B> (OAD),[],OVA,Manga,,Drama,Lerche,1,Finished Airing,0,12/26/2018,12/26/2018,13 min,PG-13 - Teens 13 or older,7.45,1284,1725,3828,11000,7,Included with seventh volume of the Asobi Asobase manga.,NA,NA,NA,"{'Adaptation': [{'mal_id': 99678, 'type': 'manga', 'name': 'Asobi Asobase', 'url': 'https://myanimelist.net/manga/99678/Asobi_Asobase'}], 'Prequel': [{'mal_id': 37171, 'type': 'anime', 'name': 'Asobi Asobase', 'url': 'https://myanimelist.net/anime/37171/Asobi_Asobase'}]}"
